ID,Comprende los objetivos del equipo y los objetivos de la empresa.,Ve cómo la contribución personal impacta el negocio.,Toma medidas basadas en la comprensión de las necesidades del cliente y del consumidor.,Pregunta activamente para aprender sobre el negocio para tomar decisiones apropiadas,Comprende el impacto de nuestras operaciones en la comunidad.,Participa en actividades dentro de la comunidad.,Asume la responsabilidad de sus propias acciones y consecuencias.,Muestra congruencia en palabras y acciones.,Vive los valores y principios de Nestlé.,Actúa teniendo en cuenta la reputación y el mejor interés de la organización.,Interactúa con integridad y honestidad.,Admite errores.,Logra resultados en el cumplimiento de los Principios empresariales corporativos de Nestlé.,Muestra un impulso para alcanzar objetivos ambiciosos de desempeño y estándares de calidad.,Planea y prioriza el trabajo de manera efectiva.,Aprovecha cada oportunidad para hacer más de lo esperado.,No duda en actuar.,Persigue objetivos con energía y conduce hasta su finalización.,Asume la responsabilidad de entregar los resultados esperados (qué y cómo).,Busca activamente comentarios de otros.,Crea y ejecuta planes de desarrollo personal.,Aprovecha todas las oportunidades para aprender y crecer.,Aprende de los éxitos y errores.,Tiene recursos para perseguir objetivos de aprendizaje.,"Tiene una gran autoconciencia personal: fortalezas, debilidades, oportunidades y límites.",Obtiene la confianza y el apoyo de los demás.,Está preparado para hacer compromisos para lograr los objetivos del grupo.,"Contribuye activamente con ideas, energía y el deseo de tener éxito como equipo.",Influye sin autoridad.,Se interesa y escucha atentamente las ideas de los demás.,Funciona a través de desacuerdos sin dañar las relaciones.,Anticipa problemas futuros y trabaja para minimizarlos o prevenirlos.,"Afronta nuevos problemas, abre nuevos caminos y desarrolla planes de contingencia.",Inicia y contribuye a la innovación y la mejora continua.,Es de mente abierta hacia nuevas y diferentes formas de hacer las cosas.,"Desafía constructivamente el ""por qué"" y pregunta ""por qué no"".",Actúa de manera decisiva y proactiva.,Comprende los objetivos del equipo y los objetivos de la empresa._AUTOEVALUCIÓN,Ve cómo la contribución personal impacta el negocio._AUTOEVALUCIÓN,Toma medidas basadas en la comprensión de las necesidades del cliente y del consumidor._AUTOEVALUCIÓN,Pregunta activamente para aprender sobre el negocio para tomar decisiones apropiadas_AUTOEVALUCIÓN,Comprende el impacto de nuestras operaciones en la comunidad._AUTOEVALUCIÓN,Participa en actividades dentro de la comunidad._AUTOEVALUCIÓN,Asume la responsabilidad de sus propias acciones y consecuencias._AUTOEVALUCIÓN,Muestra congruencia en palabras y acciones._AUTOEVALUCIÓN,Vive los valores y principios de Nestlé._AUTOEVALUCIÓN,Actúa teniendo en cuenta la reputación y el mejor interés de la organización._AUTOEVALUCIÓN,Interactúa con integridad y honestidad._AUTOEVALUCIÓN,Admite errores._AUTOEVALUCIÓN,Logra resultados en el cumplimiento de los Principios empresariales corporativos de Nestlé._AUTOEVALUCIÓN,Muestra un impulso para alcanzar objetivos ambiciosos de desempeño y estándares de calidad._AUTOEVALUCIÓN,Planea y prioriza el trabajo de manera efectiva._AUTOEVALUCIÓN,Aprovecha cada oportunidad para hacer más de lo esperado._AUTOEVALUCIÓN,No duda en actuar._AUTOEVALUCIÓN,Persigue objetivos con energía y conduce hasta su finalización._AUTOEVALUCIÓN,Asume la responsabilidad de entregar los resultados esperados (qué y cómo)._AUTOEVALUCIÓN,Busca activamente comentarios de otros._AUTOEVALUCIÓN,Crea y ejecuta planes de desarrollo personal._AUTOEVALUCIÓN,Aprovecha todas las oportunidades para aprender y crecer._AUTOEVALUCIÓN,Aprende de los éxitos y errores._AUTOEVALUCIÓN,Tiene recursos para perseguir objetivos de aprendizaje._AUTOEVALUCIÓN,"Tiene una gran autoconciencia personal: fortalezas, debilidades, oportunidades y límites._AUTOEVALUCIÓN",Obtiene la confianza y el apoyo de los demás._AUTOEVALUCIÓN,Está preparado para hacer compromisos para lograr los objetivos del grupo._AUTOEVALUCIÓN,"Contribuye activamente con ideas, energía y el deseo de tener éxito como equipo._AUTOEVALUCIÓN",Influye sin autoridad._AUTOEVALUCIÓN,Se interesa y escucha atentamente las ideas de los demás._AUTOEVALUCIÓN,Funciona a través de desacuerdos sin dañar las relaciones._AUTOEVALUCIÓN,Anticipa problemas futuros y trabaja para minimizarlos o prevenirlos._AUTOEVALUCIÓN,"Afronta nuevos problemas, abre nuevos caminos y desarrolla planes de contingencia._AUTOEVALUCIÓN",Inicia y contribuye a la innovación y la mejora continua._AUTOEVALUCIÓN,Es de mente abierta hacia nuevas y diferentes formas de hacer las cosas._AUTOEVALUCIÓN,"Desafía constructivamente el ""por qué"" y pregunta ""por qué no""._AUTOEVALUCIÓN",Actúa de manera decisiva y proactiva._AUTOEVALUCIÓN,Date,Global Pay Grade,Function,Position,Technical Entry Date (date format),Age,PotencialT,DesempeñoT,Desempeño,Potencial
10683824,3,3,4,3,3,3,3,4,4,3,4,4,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,4,3,3,3,3,4,3,3,4,3,4,3,4,3,4,4,4,4,4,4,3,3,4,3,3,3,3,3,3,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,2021-04-30,J,Operations,Especialista Almacen,2174,25-29,2,1,2,2
10683827,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,3,3,4,4,3,3,4,4,3,4,4,3,3,4,4,4,3,3,4,4,3,4,3,2,4,3,4,3,4,4,4,3,4,4,3,3,3,3,4,3,3,4,3,4,4,4,4,4,4,3,3,4,3,3,3,3,4,4,4,2021-04-30,J,Operations,Especialista Almacen,2174,30-34,2,2,2,2
10683831,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,3,3,3,4,4,4,4,3,4,4,3,3,2,3,4,3,4,3,3,4,4,4,4,4,3,3,4,4,2,3,2,3,4,3,3,2021-04-30,K,Operations,Analista Control Stock,2174,35-39,2,2,2,2
10684137,4,3,3,3,4,3,4,4,4,4,4,4,4,3,3,3,3,3,3,4,3,4,4,4,4,4,4,3,3,4,4,3,4,3,4,4,4,3,4,4,3,3,3,4,4,3,3,4,4,3,3,2,3,2,3,3,4,3,3,3,2,3,4,3,3,3,3,3,4,3,4,4,4,3,2021-04-30,I,Marketing & Sales,Coordinador Categoria,2174,25-29,2,2,2,2
10684142,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,2,4,3,3,3,3,4,4,2,2,2,3,3,3,4,3,3,2021-04-30,I,Legal,Coordinador Legal,2174,25-29,2,3,3,3
10684146,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-04-30,K,Marketing & Sales,Coffee Specialist CRC,2174,30-34,2,2,2,3
10684150,3,3,4,2,3,3,4,4,3,4,4,4,3,3,2,3,3,3,3,3,3,3,4,4,3,4,3,3,3,3,2,2,2,3,4,2,3,4,4,3,4,4,2,4,4,4,4,4,4,3,3,4,3,3,4,2,4,3,4,4,4,4,2,3,3,2,3,3,2,3,3,4,3,2,2021-04-30,I,Operations,Coordinador Planeacion Distribucion,2174,35-39,2,2,2,2
10684151,2,3,2,3,2,3,4,4,4,4,4,4,4,3,4,3,4,4,3,3,3,3,3,3,3,4,3,3,3,4,3,4,3,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-04-30,K,Marketing & Sales,Asistente Ejecutiva,2174,45-49,3,2,3,2
10684789,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,3,4,4,4,3,3,4,4,3,4,3,3,3,3,3,2,4,3,3,3,3,4,3,2,2,2,2,2,2,2,2,2,3,2,3,3,2,2,3,3,3,3,3,2,4,4,3,2020-01-31,L,Operations,Cashier Technician,2174,25-29,2,2,2,2
10686050,3,3,4,3,4,3,4,3,3,3,3,4,4,3,3,3,3,3,3,4,4,3,4,3,4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,2021-04-30,J,Operations,Especialista Customer Solution,2158,35-39,2,2,2,2
10686832,3,4,3,4,4,4,4,4,4,4,4,4,4,4,2,4,3,3,3,3,3,4,4,4,3,4,4,3,3,3,4,4,3,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,2021-04-30,K,Marketing & Sales,Coffee Specialist Boutique,2158,30-34,2,2,2,2
10686866,3,2,3,2,2,3,2,3,4,4,4,4,4,4,3,3,2,4,2,2,3,3,3,3,3,2,2,2,2,3,3,3,4,4,4,4,3,3,4,3,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,4,4,4,4,3,4,4,3,4,3,3,4,4,4,4,2021-04-30,I,Marketing & Sales,Coordinador Categoria,2158,30-34,2,1,2,2
10686880,3,4,3,3,3,2,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,3,2,2,3,3,3,3,4,4,4,3,4,3,4,4,4,4,4,4,4,3,4,3,3,4,4,4,3,3,4,4,4,4,4,3,3,4,4,3,3,3,4,3,3,2021-04-30,I,General Services,Coordinador Servicios Generales,2158,35-39,2,2,2,2
10686884,3,3,3,3,3,4,3,3,4,4,4,2,3,3,2,3,4,2,3,2,3,3,4,4,3,4,3,4,4,4,3,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,3,2,3,3,4,4,3,3,4,3,4,4,3,3,3,3,4,2,4,3,2,2,3,4,4,3,2021-04-30,I,Operations,Coordinador Planeacion Distribucion Impo,2158,30-34,2,2,2,2
10686919,3,3,3,2,3,3,4,4,4,4,4,4,3,3,2,4,4,3,3,4,3,3,3,3,2,3,3,4,3,4,3,3,3,3,3,3,3,4,3,3,4,4,3,4,3,4,4,4,4,4,3,3,2,2,3,3,4,4,4,3,3,3,4,4,3,2,4,4,3,3,3,4,4,3,2021-04-30,H,Marketing & Sales,Jefe Marketing,2158,30-34,2,2,2,2
10690779,4,4,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,4,3,3,3,4,4,3,4,4,3,3,4,4,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,2,3,4,4,4,4,4,4,3,4,4,2,4,4,4,4,2,3,2021-04-30,J,Marketing & Sales,Especialista Cuentas Clave,2143,25-29,2,2,2,2
10690815,4,4,3,4,4,3,3,4,4,4,4,3,4,3,4,4,4,4,4,3,4,4,3,3,4,3,4,3,4,4,4,4,3,4,3,4,4,4,4,4,3,3,2,4,4,4,4,4,4,3,3,2,3,3,3,4,3,3,3,4,3,3,4,3,3,4,4,4,3,3,3,3,2,3,2021-04-30,J,Marketing & Sales,Team Leader Boutique,2143,30-34,2,2,2,2
10691743,4,3,4,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,3,3,2,2,3,2,2,2,3,3,3,2,3,3,3,3,3,3,4,3,3,3,4,3,4,4,4,4,4,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,4,3,3,3,4,3,4,4,4,2021-04-30,J,Operations,Especialista Agropecuario,2138,30-34,2,1,2,2
10692521,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,4,4,3,3,4,3,3,3,2,3,3,3,3,2,3,3,2,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,4,4,4,4,3,3,4,4,4,4,3,3,4,3,4,3,4,4,4,4,4,4,2021-04-30,J,Operations,Especialista Almacen,2143,30-34,2,1,2,2
10692644,4,3,3,4,3,3,3,3,4,3,4,3,4,4,3,3,4,3,3,3,3,3,3,4,3,2,3,2,2,3,3,2,3,3,2,2,3,3,4,3,4,4,3,4,4,4,4,4,4,4,3,3,4,4,3,4,4,3,3,4,4,4,4,4,3,3,3,2,3,4,3,4,4,4,2021-04-30,I,Operations,Coordinador SHE,2128,25-29,2,2,2,2
10692646,3,3,3,2,3,2,4,4,3,3,4,4,3,3,2,2,2,2,3,2,2,3,4,4,2,2,2,3,2,3,2,3,2,2,3,2,2,4,4,4,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,2021-04-30,L,Operations,Tecnico Cajero,2128,45-49,2,2,2,2
10693166,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,3,3,2,3,2,2,4,2,3,3,3,3,3,3,2,4,2,2,3,3,2,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,4,4,3,3,3,3,4,3,4,3,4,4,4,4,3,4,2021-04-30,J,Operations,Supervisor Manufactura,2128,30-34,2,1,2,1
10693179,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,3,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-04-30,J,Research & Development,Especialista Innovacion Tecnologica,2128,30-34,3,2,3,2
10693186,3,3,3,3,3,3,4,3,4,4,4,4,3,4,3,3,4,4,3,3,3,4,4,4,3,4,4,4,4,3,4,3,3,4,3,3,3,4,4,3,4,4,3,4,4,4,4,4,4,3,3,4,4,4,4,3,4,3,4,4,4,4,4,3,4,4,4,4,3,3,3,4,4,4,2021-04-30,J,Marketing & Sales,Key Account Specialist,2128,30-34,3,2,3,2
10694027,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,3,4,4,4,4,4,3,3,3,4,4,3,3,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,3,4,4,3,3,4,4,4,3,4,4,3,3,3,4,3,3,2021-04-30,I,Marketing & Sales,Coodinador Centro Culinario,2128,35-39,3,2,3,2
10694029,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,4,4,3,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,2021-04-30,J,Operations,Especialista de Proyectos,2128,50-54,2,1,2,2
10694030,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,3,3,4,3,3,3,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,2,3,3,3,3,4,4,4,4,3,4,3,3,3,3,3,3,2021-04-30,J,Operations,Especialista Medio Ambiente,2128,35-39,3,1,2,3
10694531,2,2,2,3,3,3,4,3,4,4,4,4,3,3,2,3,4,3,3,2,2,4,4,3,4,4,3,4,3,4,3,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-04-30,J,Operations,Supervisor Manufactura,2124,30-34,2,2,2,2
10694533,2,2,3,3,3,3,4,4,4,4,4,4,3,3,2,3,2,4,4,2,2,4,4,2,2,4,4,4,4,4,4,4,3,4,4,3,3,3,4,4,3,4,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,4,4,3,2021-04-30,K,Operations,Analista Envase y Embalaje,2124,25-29,3,2,2,3
10696760,3,3,4,3,4,3,4,4,4,4,4,3,3,3,2,3,4,3,2,2,2,3,3,3,3,4,3,2,2,3,4,2,2,2,3,2,3,4,4,3,3,4,2,4,4,4,4,4,4,3,3,4,4,3,4,3,3,3,4,4,4,4,3,4,3,3,4,4,2,3,3,4,3,3,2021-04-30,J,Operations,Especialista Customer Solution,2113,35-39,2,2,2,2
10697035,3,3,4,3,3,2,3,3,3,3,4,3,3,3,4,3,3,3,3,3,2,2,3,4,4,4,4,3,4,3,3,3,3,3,4,3,3,4,4,4,4,4,2,4,4,4,4,4,4,4,3,3,4,4,3,3,3,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,2021-04-30,J,Marketing & Sales,Especialista Soporte Operacional,2113,30-34,2,2,2,2
10697214,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,3,2,2,2,3,2,2,4,4,4,3,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,2021-04-30,L,Operations,Tecnico Mantenimiento/Instrumentista,2113,40-44,2,1,2,2
10697216,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3,3,4,4,3,4,4,4,3,4,4,4,4,3,3,4,3,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,2021-04-30,L,Marketing & Sales,Vendedor OOH y FS,2113,35-39,3,2,2,3
10697418,2,2,3,2,2,1,2,2,2,3,2,1,3,2,2,2,3,2,2,1,2,2,2,2,2,4,3,3,4,3,3,3,2,1,3,2,3,4,4,3,4,4,3,3,4,3,4,4,3,3,4,3,3,3,4,4,3,3,3,4,3,3,4,3,3,3,4,4,3,3,2,4,4,3,2021-04-30,J,Marketing & Sales,Commercial Training Specialist,2113,25-29,2,3,3,2
10700611,4,3,3,4,3,3,4,3,4,4,4,4,3,3,4,3,2,4,3,3,3,4,4,3,3,4,3,4,4,4,3,3,2,3,4,3,3,4,3,3,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,3,3,4,2,3,2021-04-30,J,Marketing & Sales,Asesor Nutricional SR,2097,30-34,2,3,2,3
10700623,4,4,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,3,3,4,4,3,3,3,3,4,4,4,3,2,3,3,4,4,3,2021-04-30,J,Operations,Especialista Aseguramiento Calidad,1900,30-34,2,2,3,2
10702819,3,3,2,2,2,2,2,3,3,3,3,2,3,2,2,2,2,2,3,3,2,2,2,3,2,3,2,2,3,3,2,2,3,2,2,3,2,4,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,2,4,4,4,4,4,4,4,4,3,3,4,4,4,2021-04-30,K,Operations,Analista Mantenimiento,2082,35-39,1,2,1,1
10702820,4,4,4,3,4,3,4,4,4,4,4,4,3,3,3,4,3,4,3,3,3,4,4,4,4,4,3,4,4,3,4,3,3,3,4,3,3,3,3,4,3,3,3,4,4,4,4,4,4,3,4,4,3,4,4,4,4,3,3,4,3,4,4,3,3,3,4,4,4,3,3,4,3,3,2021-04-30,K,Operations,Analista Fabricacion,2082,30-34,2,2,2,3
10703417,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2021-04-30,I,Marketing & Sales,Coordinador Marketing,2082,25-29,2,3,2,3
10703420,4,4,3,4,3,3,3,4,3,4,4,4,4,3,3,4,4,4,4,4,2,2,3,2,3,4,3,4,3,3,3,3,2,3,4,3,3,3,4,3,4,3,3,4,4,4,4,4,4,3,4,3,3,4,4,3,4,3,4,3,4,4,4,4,4,3,3,4,3,4,3,4,3,4,2021-04-30,I,Operations,Coordinador Compras Estrategicas,2082,25-29,3,2,3,2
10705318,4,4,3,2,3,4,4,3,4,4,4,3,4,3,4,3,3,3,4,2,2,3,2,3,3,3,2,2,3,2,3,2,2,3,3,2,3,3,3,4,4,3,3,4,4,3,4,4,4,4,3,4,3,3,4,4,3,3,4,4,3,3,4,3,4,3,4,3,3,3,2,4,3,4,2021-04-30,J,Operations,Especialista en Sistemas de Calidad,2067,30-34,3,2,3,2
10705555,4,4,3,4,4,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,3,3,4,4,4,3,3,3,4,4,3,4,4,4,3,4,3,4,4,4,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,4,4,4,3,4,4,4,3,3,2,4,3,3,2021-04-30,J,Marketing & Sales,Especialista Cuentas Clave,2067,25-29,2,2,3,2
10706281,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-04-30,L,Operations,Tecnico Supervisor de Turno,2067,35-39,2,2,2,2
10706285,4,4,4,3,4,4,4,3,4,4,4,4,4,4,3,4,3,3,4,4,3,4,4,4,3,4,4,4,4,4,4,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,3,4,4,4,4,2021-04-30,K,Operations,Analista Control de Stock,2067,25-29,3,3,3,2
10707078,3,2,3,3,2,2,3,3,3,3,3,3,3,2,2,3,2,2,2,3,2,3,3,2,2,3,3,2,3,3,3,2,2,2,3,2,2,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2021-04-30,K,Operations,Analista Soporte Almacen,2052,35-39,2,1,2,1
10707201,4,4,4,3,3,4,4,4,4,4,4,4,3,3,2,3,3,3,4,4,4,3,3,3,4,4,3,4,3,4,4,3,4,3,4,3,3,3,4,3,3,4,3,4,4,4,4,4,3,4,3,3,3,3,3,4,4,3,4,4,4,3,3,3,4,3,4,3,3,3,3,3,3,4,2021-04-30,K,Operations,Analista Control de Stock,2017,35-39,2,1,2,2
10708480,3,4,4,4,3,3,4,4,4,4,4,4,4,3,3,4,4,4,4,3,3,4,4,3,3,4,4,3,2,4,3,3,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-04-30,L,Operations,Tecnico Enfriamiento,2052,30-34,2,1,2,2
10708680,4,4,3,4,4,3,4,4,4,4,4,4,4,3,3,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,3,3,4,4,4,3,3,4,4,3,4,3,4,4,4,4,4,4,3,4,4,4,4,3,3,3,3,4,4,4,4,4,3,3,4,4,4,3,3,3,4,4,3,2021-04-30,L,Operations,Tecnico Enfriamiento,2052,40-44,2,1,2,2
10708684,4,4,3,3,4,3,4,4,4,3,4,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,2,3,2,3,3,3,3,2,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,4,3,4,4,4,4,3,4,3,4,4,4,4,3,4,2021-04-30,L,Operations,Tecnico Enfriamiento,2052,40-44,2,2,2,2
10709691,4,4,4,3,4,3,4,4,4,4,4,4,4,4,3,3,4,4,4,2,3,4,3,3,4,4,4,4,3,4,4,4,3,4,4,3,3,4,4,3,4,4,3,4,4,4,4,4,4,4,3,3,3,4,4,4,3,3,4,4,3,3,3,4,4,3,4,3,3,4,4,4,4,4,2021-04-30,J,Business Services,Especialista Instrumentacion y Control,2052,30-34,2,2,3,2
10709803,3,3,3,3,3,2,3,4,4,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,2,3,3,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,4,2021-04-30,L,Operations,Settlement Technical,2052,45-49,2,2,2,2
10709811,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,3,3,4,3,2,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,2,3,4,4,4,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,3,2021-04-30,K,Operations,Analista Aseguramiento Calidad,2052,30-34,2,2,2,2
10710187,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,2,2,3,3,2,2,3,3,3,2,3,3,3,3,4,3,3,2,2,3,3,3,4,4,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,2020-01-31,L,Operations,Tecnico Servicio a Clientes,2052,40-44,2,1,2,2
10710613,4,4,3,2,2,3,3,3,3,3,3,4,3,3,3,4,4,4,4,3,2,4,4,4,4,4,4,4,4,3,4,4,3,3,4,3,3,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,4,4,3,3,4,3,3,4,4,3,4,4,4,4,3,4,3,3,3,4,3,3,2021-04-30,L,Operations,Tecnico Recepcion Leche Fresca,2036,30-34,2,1,2,2
10710617,3,2,3,2,3,2,3,4,4,4,4,3,3,3,3,3,4,3,3,2,3,2,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,4,4,4,3,3,2,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3,3,3,3,4,3,3,3,4,4,4,4,3,4,2021-04-30,L,Operations,Tecnico Recepcion Leche Fresca,2036,25-29,1,1,1,1
10710631,4,4,4,4,3,3,4,4,4,4,4,4,3,4,4,3,4,4,3,4,4,4,4,3,4,4,3,3,3,3,3,2,3,2,3,2,3,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,2021-04-30,L,Operations,Tecnico Recepcion Leche Fresca,2036,30-34,2,2,2,2
10711171,3,3,2,1,2,1,4,4,4,4,4,4,3,4,3,4,4,4,3,2,2,3,3,4,3,2,4,3,3,3,2,3,3,4,4,2,3,4,4,3,2,4,2,4,3,4,4,4,4,2,3,3,4,3,3,3,3,3,4,4,3,3,3,4,4,3,4,4,3,2,3,3,4,4,2021-04-30,I,Operations,Coordinador Proyectos Ingenieria,2036,30-34,2,2,3,2
10711824,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,3,4,4,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,3,4,4,3,3,4,4,3,2,4,3,3,3,3,4,3,2,2021-04-30,H,Marketing & Sales,WHO Manager JR,2036,30-34,2,2,3,2
10711862,4,4,3,2,3,2,3,4,4,4,4,4,3,4,4,2,2,2,3,2,3,2,3,3,3,3,2,3,3,3,3,2,2,2,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,3,4,3,3,3,4,2021-02-28,I,Operations,Coordinador Planeacion Distribucion,2036,35-39,1,1,1,1
10711895,2,2,2,1,2,1,3,3,3,3,4,4,3,2,3,2,2,2,2,2,2,2,2,3,2,3,3,2,3,3,3,2,2,2,3,2,2,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,3,3,4,4,4,4,4,2021-04-30,K,General Management,Asistente Ejecutiva,2036,45-49,2,1,2,2
